file_id,file,main_image,image_component,patient_id,license,file_size,caption,case_substring,image_type,image_subtype,radiology_region,radiology_region_granular,radiology_view,ml_labels_for_supervised_classification,gt_labels_for_semisupervised_classification,is_chest
file_0053056,PMC5820873_AJNS-13-147-g002_b_2_2.webp,PMC5820873_01_AJNS-13-147-g002.jpg,b,PMC5820873_01,CC BY-NC-SA,3976,"Posteroanterior chest radiograph demonstrating pacemaker. Corresponds with nonmagnetic resonance imaging compatible device whereas. The new, magnetic resonance imaging compatible pacemaker in place.",['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",['radiology'],True
file_0053353,PMC5828286_autopsy-08-01e2018004-g02_undivided_1_1.webp,PMC5828286_01_autopsy-08-01e2018004-g02.jpg,undivided,PMC5828286_01,CC BY-NC,15006,Chest x-ray showing expanded cardiothymic silhouette and persistent pneumothorax despite chest tube insertion.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0053501,PMC5836172_cro-0011-0049-g02_a_1_2.webp,PMC5836172_01_cro-0011-0049-g02.jpg,a,PMC5836172_01,CC BY-NC,22098,Chest radiography.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0053528,PMC5836208_cro-0011-0075-g03_right_2_2.webp,PMC5836208_01_cro-0011-0075-g03.jpg,right,PMC5836208_01,CC BY-NC,9674,Diffuse infiltrative shadows were observed in both lung fields (right).,['Fig. 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0053768,PMC5848591_13030_2018_122_Fig1_HTML_left_1_2.webp,PMC5848591_01_13030_2018_122_Fig1_HTML.jpg,left,PMC5848591_01,CC BY,3888,Chest X-ray and chest CT of case 1 Chest X-ray.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",['radiology'],True
file_0054004,PMC5862910_12254_2018_388_Fig3_HTML_undivided_1_1.webp,PMC5862910_01_12254_2018_388_Fig3_HTML.jpg,undivided,PMC5862910_01,CC BY,18484,Chest X-ray post placement of left hemithorax pigtail catheter with drainage and significant decrease in large left pleural effusion.,['Fig. 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0054059,PMC5864518_10-1055-s-0037-1621707-i170331cr-1_undivided_1_1.webp,PMC5864518_01_10-1055-s-0037-1621707-i170331cr-1.jpg,undivided,PMC5864518_01,CC BY,19426,Chest X-ray showing a lesion in the right hemithorax situated within the right atrial shadow.,['Fig. 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0054095,PMC5865551_ott-11-1595Fig5_A_1_1.webp,PMC5865551_01_ott-11-1595Fig5.jpg,a,PMC5865551_01,CC BY-NC,11754,"Chest X-ray. . Note: Left pleural effusion, pleural thickening, and scoliosis were detected. . Abbreviations: R, right; P-A, posteroanterior.",['Figure 5'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'frontal', 'posteroanterior', 'x_ray']",True
file_0054543,PMC5894323_IJRI-28-65-g001_right_1_1.webp,PMC5894323_01_IJRI-28-65-g001.jpg,right,PMC5894323_01,CC BY-NC-SA,21456,"Thoraco-abdominal radiograph showing over-distended, right-sided stomach (red arrow) with narrow thoracic cage and short horizontally oriented ribs.",['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0054544,PMC5894323_IJRI-28-65-g002_undivided_1_1.webp,PMC5894323_01_IJRI-28-65-g002.jpg,undivided,PMC5894323_01,CC BY-NC-SA,14798,"Plain radiograph of the thorax shows a narrow thorax, short, horizontally oriented ribs with expanded anterior ends (yellow arrows), ""handle-bar"" appearance of clavicles (white arrows) along with dextrocardia. Over-distended stomach is seen on the right side of the abdomen (red arrow).",['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0054640,PMC5903104_cro-0011-0185-g03_a_1_3.webp,PMC5903104_02_cro-0011-0185-g03.jpg,a,PMC5903104_02,CC BY-NC,2594,Case 2 was a 53-year-old male with malignant thymoma who was receiving chemotherapy. A; The initial chest X-ray showed a large mediastinal mass.,['Fig. 3a'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'malignant', 'x_ray', 'mass']",True
file_0054748,PMC5905520_imcrj-11-087Fig1_undivided_1_1.webp,PMC5905520_01_imcrj-11-087Fig1.jpg,undivided,PMC5905520_01,CC BY-NC,6182,Chest X-ray showed an infiltrative process in the left lower lung field and a left sided pleural effusion.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0054804,PMC5906769_ZJCH_A_1440854_F0001_B_undivided_1_1.webp,PMC5906769_01_ZJCH_A_1440854_F0001_B.jpg,undivided,PMC5906769_01,CC BY-NC,114398,Chest x-ray: Right lower lobe consolidation with right-side pleural effusion.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0054805,PMC5906769_ZJCH_A_1440854_F0002_B_undivided_1_1.webp,PMC5906769_01_ZJCH_A_1440854_F0002_B.jpg,undivided,PMC5906769_01,CC BY-NC,128936,Chest x-ray: No evidence of active lung disease.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055052,PMC5932914_IJOEM-22-54-g002_undivided_1_1.webp,PMC5932914_01_IJOEM-22-54-g002.jpg,undivided,PMC5932914_01,CC BY-NC-SA,14082,Chest X-ray PA view on admission.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'frontal', 'posteroanterior', 'x_ray']",True
file_0055094,PMC5936485_tcrm-14-811Fig1_A_1_2.webp,PMC5936485_01_tcrm-14-811Fig1.jpg,a,PMC5936485_01,CC BY-NC,6418,Pictures of chest radiographs during ECMO therapy. . Note:. Two hours post ECMO.,['Figure 1A'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055095,PMC5936485_tcrm-14-811Fig1_B_2_2.webp,PMC5936485_01_tcrm-14-811Fig1.jpg,b,PMC5936485_01,CC BY-NC,6776,"Pictures of chest radiographs during ECMO therapy. 6 days post ECMO. . Abbreviation: ECMO, extracorporeal membrane oxygenation.",['Figure 1B'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055133,PMC5938895_SNI-9-93-g002_a_1_4.webp,PMC5938895_01_SNI-9-93-g002.jpg,a,PMC5938895_01,CC BY-NC-SA,6880,Imaging of multiple pulmonary nodules in the left lower and upper lobe seen on lateral.,['Figure 2'],radiology,x_ray,thorax,thorax,sagittal,"['thorax', 'radiology', 'sagittal', 'x_ray']",[],True
file_0055140,PMC5939033_JCIS-8-17-g003_a_1_4.webp,PMC5939033_01_JCIS-8-17-g003.jpg,a,PMC5939033_01,CC BY-NC-SA,5796,(a and b) Chest X-ray and coronal computed tomography reformation demonstrating the right pectoralis muscle flap (*) and Clagett window (arrow).,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",['radiology'],True
file_0055238,PMC5943883_medi-97-e9344-g001_undivided_1_1.webp,PMC5943883_01_medi-97-e9344-g001.jpg,undivided,PMC5943883_01,CC BY,41154,The posteroanterior chest x-ray demonstrating abnormal left heart border.,['Fig. 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'frontal', 'posteroanterior', 'x_ray']",True
file_0055361,PMC5957066_idr-11-701Fig1_undivided_1_1.webp,PMC5957066_01_idr-11-701Fig1.jpg,undivided,PMC5957066_01,CC BY-NC,13636,Chest X-ray at the onset of pneumonitis. . Note: Chest X-ray did not show major abnormal shadows.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055399,PMC5960230_Tanaffos-16-245-g001_A_1_2.webp,PMC5960230_01_Tanaffos-16-245-g001.jpg,a,PMC5960230_01,CC BY,19770,Chest X ray: left sided perihilar opacity.,['Figure 1A'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0055485,PMC5965012_HV-19-27-g003_undivided_1_1.webp,PMC5965012_01_HV-19-27-g003.jpg,undivided,PMC5965012_01,CC BY-NC-SA,21216,Chest X-ray with displacement of ventricular lead in the right ventricle and twisted lead near generator.,['Figure 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055616,PMC5973320_tacg-11-069Fig1_D_4_5.webp,PMC5973320_01_tacg-11-069Fig1.jpg,d,PMC5973320_01,CC BY-NC,2882,"Patient phenotype and postmortem X-rays. (D, E) Postmortem X-ray. Lateral and frontal views showing deficient mineralization of the calvaria and vertebral bodies, unossified sacrum, hypoplastic thorax, and markedly short and beaded ribs with flared and spurred ends.",['Figure 1'],radiology,x_ray,head,head,sagittal,"['head', 'radiology', 'sagittal', 'x_ray']","['radiology', 'x_ray']",True
file_0055617,PMC5973320_tacg-11-069Fig1_E_5_5.webp,PMC5973320_01_tacg-11-069Fig1.jpg,e,PMC5973320_01,CC BY-NC,2722,"Patient phenotype and postmortem X-rays. (D, E) Postmortem X-ray. Lateral and frontal views showing deficient mineralization of the calvaria and vertebral bodies, unossified sacrum, hypoplastic thorax, and markedly short and beaded ribs with flared and spurred ends.",['Figure 1'],radiology,x_ray,abdomen,abdomen,axial,"['abdomen', 'radiology', 'axial', 'x_ray']","['radiology', 'x_ray']",True
file_0055824,PMC5982497_JPN-13-78-g001_undivided_1_1.webp,PMC5982497_01_JPN-13-78-g001.jpg,undivided,PMC5982497_01,CC BY-NC-SA,34232,Chest x-ray showing shunt breakage at clavicular level and the tip of the shunt dislodged in the pulmonary artery.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055825,PMC5982497_JPN-13-78-g002_undivided_1_1.webp,PMC5982497_01_JPN-13-78-g002.jpg,undivided,PMC5982497_01,CC BY-NC-SA,29918,Chest x-ray showing the retrieval of the VA shunt through the femoral vein.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055857,PMC5987074_PAMJ-29-57-g001_undivided_1_1.webp,PMC5987074_01_PAMJ-29-57-g001.jpg,undivided,PMC5987074_01,CC BY,27380,The patient's chest X-ray.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055886,PMC5989252_PAMJ-28-240-g001_undivided_1_1.webp,PMC5989252_01_PAMJ-28-240-g001.jpg,undivided,PMC5989252_01,CC BY,14008,Thorax X-ray at the arrival.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0055954,PMC5991269_SNI-9-113-g002_undivided_1_1.webp,PMC5991269_01_SNI-9-113-g002.jpg,undivided,PMC5991269_01,CC BY-NC-SA,22050,Postoperative plain thoracic X-ray (lateral view) showing vertebral body cage placement and posterior construct with fixation at T6-T7 and T10-T11.,['Figure 2'],radiology,x_ray,thorax,thorax,sagittal,"['thorax', 'radiology', 'sagittal', 'x_ray']","['radiology', 'thorax', 'sagittal', 'x_ray']",True
file_0055955,PMC5991269_SNI-9-113-g003_a_1_2.webp,PMC5991269_01_SNI-9-113-g003.jpg,a,PMC5991269_01,CC BY-NC-SA,9530,"At 1-year follow-up, imaging of thoracic spine. Plain lateral X-ray.",['Figure 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056081,PMC5996915_fped-06-00116-g0001_b_2_2.webp,PMC5996915_01_fped-06-00116-g0001.jpg,b,PMC5996915_01,CC BY,7870,Postoperative x-rays. Of the index patient. Arrowheads mark the pneumothorax in (b).,['Figure 1b'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0056103,PMC5998281_ZJCH_A_1466601_F0003_B_undivided_1_1.webp,PMC5998281_01_ZJCH_A_1466601_F0003_B.jpg,undivided,PMC5998281_01,CC BY,17214,Chest radiograph done on day 6 shows improvement in bilateral infiltrates.,['Figure 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056104,PMC5998281_ZJCH_A_1466601_F0004_B_undivided_1_1.webp,PMC5998281_01_ZJCH_A_1466601_F0004_B.jpg,undivided,PMC5998281_01,CC BY,13264,Chest radiograph done after discharge showed resolution of pulmonary infiltrates.,['Figure 4'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056109,PMC5998285_ZJCH_A_1472514_F0001_PB_left_1_2.webp,PMC5998285_01_ZJCH_A_1472514_F0001_PB.jpg,left,PMC5998285_01,CC BY,9054,Chest X-ray showing large right pneumothorax with collapsed lung (left).,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056110,PMC5998285_ZJCH_A_1472514_F0001_PB_right_2_2.webp,PMC5998285_01_ZJCH_A_1472514_F0001_PB.jpg,right,PMC5998285_01,CC BY,9280,Recurrence of right pneumothorax three weeks after the patient's initial presentation (right).,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",[],True
file_0056135,PMC6000673_zgfazz-13-1-84-1_undivided_1_1.webp,PMC6000673_01_zgfazz-13-1-84-1.jpg,undivided,PMC6000673_01,CC BY,17248,Chest X-ray and CT-scan of thor.,['Fig 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']",['radiology'],True
file_0056154,PMC6001145_40248_2018_132_Fig1_HTML_undivided_1_1.webp,PMC6001145_01_40248_2018_132_Fig1_HTML.jpg,undivided,PMC6001145_01,CC BY,8626,"The chest radiograph revealed a mass in the left upper lung, bilateral pleural effusions and cardiac enlargement.",['Fig. 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0056158,PMC6002801_cvja-29-e10-g001_A_1_2.webp,PMC6002801_01_cvja-29-e10-g001.jpg,a,PMC6002801_01,CC BY,4746,Anterior-posterior chest X-ray. A: At presentation showing enlargement of the mediastinum.,['Fig. 1A'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056159,PMC6002801_cvja-29-e10-g001_B_2_2.webp,PMC6002801_01_cvja-29-e10-g001.jpg,b,PMC6002801_01,CC BY,5234,Anterior-posterior chest X-ray. B: On day 11 of hospitalisation showing bilateral interstitial heterogeneous opacities.,['Fig. 1B'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0056179,PMC6008903_cvja-29-e9-g004_undivided_1_1.webp,PMC6008903_01_cvja-29-e9-g004.jpg,undivided,PMC6008903_01,CC BY,14090,Chest X-ray of patient 3 showing a mildly increased cardiothoracic ratio and clear lung fields.,['Fig. 4'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056427,PMC6027982_can-12-841fig3_undivided_1_1.webp,PMC6027982_01_can-12-841fig3.jpg,undivided,PMC6027982_01,CC BY,28906,"Panitumumab-induced fatal ILD. Chest X-ray on day 17 of admission, showing further deterioration.",['Figures 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056432,PMC6029008_JCIS-8-24-g002_a_1_3.webp,PMC6029008_01_JCIS-8-24-g002.jpg,a,PMC6029008_01,CC BY-NC-SA,2392,"A 59-year-old Caucasian female presents with epigastric pain, jaundice, vomiting and constipation. (a) Erect chest radiograph reveals dilated hollow viscus (yellow arrow) beside the stomach (red arrow).",['Figure 1a and b'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0056501,PMC6036524_emerg-6-e29-g001_left_1_2.webp,PMC6036524_02_emerg-6-e29-g001.jpg,left,PMC6036524_02,CC BY-NC,5996,Anterior posterior chest radiograph.,['figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056503,PMC6036524_emerg-6-e29-g002_undivided_1_1.webp,PMC6036524_04_emerg-6-e29-g002.jpg,undivided,PMC6036524_04,CC BY-NC,13960,Anterior posterior chest radiograph on day 3.,['figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056547,PMC6041817_ZECR_A_1495982_F0002_B_undivided_1_1.webp,PMC6041817_01_ZECR_A_1495982_F0002_B.jpg,undivided,PMC6041817_01,CC BY-NC,54282,Initial chest x-ray with a left-sided pneumothorax (on the left) and a subsequent chest x-ray after placement of the tube (on the right).,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056567,PMC6044367_imcrj-11-151Fig4_undivided_1_1.webp,PMC6044367_01_imcrj-11-151Fig4.jpg,undivided,PMC6044367_01,CC BY-NC,130750,The chest X-ray showed no evidence of pulmonary involvement.,['Figure 4'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056570,PMC6045491_10-1055-s-0038-1666795-i170340cr-2_undivided_1_1.webp,PMC6045491_01_10-1055-s-0038-1666795-i170340cr-2.jpg,undivided,PMC6045491_01,CC BY,26526,Chest X-ray showing an intrathoracic gas bubble compatible with stomach.,['Fig. 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'x_ray']",True
file_0056571,PMC6045491_10-1055-s-0038-1666795-i170340cr-3_undivided_1_1.webp,PMC6045491_01_10-1055-s-0038-1666795-i170340cr-3.jpg,undivided,PMC6045491_01,CC BY,20504,Upper gastrointestinal contrast study confirming the complete herniation of the stomach into the left thorax.,['Fig. 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'contrast']",True
file_0056635,PMC6054767_oajc-9-057Fig1_B_2_8.webp,PMC6054767_01_oajc-9-057Fig1.jpg,b,PMC6054767_01,CC BY-NC,4248,"(B) AP radiograph (X-ray) of the chest. This was initially reported as normal, but closer assessment of the right mid-zone shows the radiopaque contraceptive implant which was initially incorrectly interpreted as a prominent bronchovascular marking given its relatively short, linear outline (black arrow). On subsequent appreciation by the radiologists of the short, tubular shape of the Nexplanon. Implant, the foreign body was immediately identified.",['Figure 1B'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056636,PMC6054767_oajc-9-057Fig1_C_3_8.webp,PMC6054767_01_oajc-9-057Fig1.jpg,c,PMC6054767_01,CC BY-NC,4448,(C) Judkins right (JR4) catheter positioned in the right pulmonary artery with the contraceptive implant visualized on fluoroscopy (black arrow).,['Figure 1C and D'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']","['radiology', 'x_ray']",True
file_0056637,PMC6054767_oajc-9-057Fig1_D_4_8.webp,PMC6054767_01_oajc-9-057Fig1.jpg,d,PMC6054767_01,CC BY-NC,3878,(D) Selective pulmonary angiography confirms the intravascular placement of the foreign body (black arrow) in a branch of the right lower lobe pulmonary artery.,['Figure 1C and D'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']","['radiology', 'angiography']",True
file_0056638,PMC6054767_oajc-9-057Fig1_E_5_8.webp,PMC6054767_01_oajc-9-057Fig1.jpg,e,PMC6054767_01,CC BY-NC,4866,"(E, F) AP and lateral fluoroscopy views demonstrating the utilization of a gooseneck snare to extract the foreign body from the pulmonary artery (black arrows). A straight-ended Terumo (Terumo Corporation, Tokyo, Japan) guidewire was utilized for support.",['Figure 1E-H'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']","['radiology', 'x_ray']",True
file_0056639,PMC6054767_oajc-9-057Fig1_F_6_8.webp,PMC6054767_01_oajc-9-057Fig1.jpg,f,PMC6054767_01,CC BY-NC,3756,"(E, F) AP and lateral fluoroscopy views demonstrating the utilization of a gooseneck snare to extract the foreign body from the pulmonary artery (black arrows). A straight-ended Terumo (Terumo Corporation, Tokyo, Japan) guidewire was utilized for support.",['Figure 1E-H'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']","['radiology', 'x_ray']",True
file_0056662,PMC6057565_PAMJ-29-149-g002_undivided_1_1.webp,PMC6057565_01_PAMJ-29-149-g002.jpg,undivided,PMC6057565_01,CC BY,9892,Chest X-ray showed pulmonary edema.,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056668,PMC6057575_PAMJ-29-138-g001_undivided_1_1.webp,PMC6057575_02_PAMJ-29-138-g001.jpg,undivided,PMC6057575_02,CC BY,7922,"Chest X-ray revealed aberrations, showing bilateral discrete shadowing, similar to atypical pneumonia.",['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0056957,PMC6087531_Tanaffos-17-62-g001_undivided_1_1.webp,PMC6087531_01_Tanaffos-17-62-g001.jpg,undivided,PMC6087531_01,CC BY,10412,Large lobulated lesions in both the lung lobes in the chest radiography.,['Figure 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0057105,PMC6105336_10-1055-s-0038-1667357-i180396cr-1_undivided_1_1.webp,PMC6105336_01_10-1055-s-0038-1667357-i180396cr-1.jpg,undivided,PMC6105336_01,CC BY,16604,"Chest X-ray at presentation (this image is provided by courtesy of Pediatric Clinic, Fachkrankenhaus Hubertusburg, Wermsdorf, Sachsen, Germany).",['Fig. 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0057107,PMC6105336_10-1055-s-0038-1667357-i180396cr-3_undivided_1_1.webp,PMC6105336_01_10-1055-s-0038-1667357-i180396cr-3.jpg,undivided,PMC6105336_01,CC BY,88684,Chest X-ray at 1-year of age with no signs of diaphragmatic hernia.,['Fig. 3'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0057366,PMC6134406_imcrj-11-205Fig1_undivided_1_1.webp,PMC6134406_01_imcrj-11-205Fig1.jpg,undivided,PMC6134406_01,CC BY-NC,9494,First fluoroscopy. . Notes: Normal motion in prosthetic aortic valve leaflets; fixation of one leaflet of the prosthetic pulmonary valve was observed.,['Figure 1'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']","['radiology', 'x_ray']",True
file_0057368,PMC6134406_imcrj-11-205Fig3_undivided_1_1.webp,PMC6134406_01_imcrj-11-205Fig3.jpg,undivided,PMC6134406_01,CC BY-NC,11754,Third fluoroscopy. . Notes: Twelve hours after second reteplase injection: good and symmetrical opening of the prosthetic pulmonary valve leaflets was observed.,['Figure 3'],radiology,x_ray,thorax,thorax,oblique,"['thorax', 'radiology', 'oblique', 'x_ray']","['radiology', 'x_ray']",True
file_0057448,PMC6141742_fped-06-00248-g0001_A_1_6.webp,PMC6141742_02_fped-06-00248-g0001.jpg,a,PMC6141742_02,CC BY,5604,Clinical record of the patient with CGD. Chest X-ray from the first hospitalization at 3 months of age.,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0057641,PMC6161692_fped-06-00245-g0001_undivided_1_1.webp,PMC6161692_01_fped-06-00245-g0001.jpg,undivided,PMC6161692_01,CC BY,17486,"Chest x-ray, prior to commencing treatment.",['Figures 1'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
file_0057727,PMC6171728_f1000research-7-16481-g0001_undivided_1_1.webp,PMC6171728_01_f1000research-7-16481-g0001.jpg,undivided,PMC6171728_01,CC BY,24610,Chest X-ray showing right posterior mediastinal mass suggestive of a cyst (April 2017).,['Figure 2'],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0057952,PMC6195231_PAMJ-30-121-g001_undivided_1_1.webp,PMC6195231_02_PAMJ-30-121-g001.jpg,undivided,PMC6195231_02,CC BY,19374,"Postero-anterior chest X-rays showing bilateral diffuse nodular infiltrates, similar to miliary TB.",[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0057953,PMC6195231_PAMJ-30-121-g002_undivided_1_1.webp,PMC6195231_02_PAMJ-30-121-g002.jpg,undivided,PMC6195231_02,CC BY,14482,"Lateral chest X-rays showing bilateral diffuse nodular infiltrates, similar to miliary TB.",[],radiology,x_ray,thorax,thorax,sagittal,"['thorax', 'radiology', 'sagittal', 'x_ray']","['radiology', 'thorax', 'x_ray', 'mass']",True
file_0058049,PMC6197951_gr1_undivided_1_1.webp,PMC6197951_01_gr1.jpg,undivided,PMC6197951_01,CC BY,27616,The site and injury pattern of the stabbing (Upper panel). Chest X-ray revealed a clear lung field without pneumothorax (Lower panel).,[],radiology,x_ray,thorax,thorax,frontal,"['thorax', 'radiology', 'frontal', 'x_ray']","['radiology', 'thorax', 'x_ray']",True
